Unnamed: 0,movie_title,kind,number_of_rating,rating_score,classification,release_year,duration,country,genre,Lãng Mạn,Tình Tiết,Thanh Xuân,Thành Thị,Viễn Tưởng,Phim Hài,Bí Ẩn,Hành Động,Cổ Trang,Tình Bạn,Phiêu Lưu,Tội Phạm,Tình Yêu Ngọt Ngào,Gia Đình,Nhiệt Huyết,Kinh Dị,Tiểu Thuyết Chuyển Thể,Other,director,cast,Popularity Levels
384,Check Out Series (Bản TV),Phim bộ,6600,9.3,T18,2022,12,Thái Lan,"LGBT, Lãng Mạn, Tình Tiết, Tình Bạn",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Kapper Worarit Ninklom,"Chahub Marut Ghoummeddin, Best Vittawin Veeravidhayanant, Mew Sirilapas Kongtragan, M Sarawut Laoruamsap, Beam Atichart Lawansathean, Boat Anakame Binsaman, Aumaim Korravee Keawkor, Non Chanon Rikulsurakan, Pluster Pornpipat Pattanasetthanon",-1
385,Cách Mạng Tình Yêu,Phim bộ,4900,9.3,T13,2017,16,Hàn Quốc,"Lãng Mạn, Tình Tiết, Phim Hài, Tình Bạn",1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Hyun-Wook Song,"Choi Siwon, Kang So-Ra, Jae-yoon Lee, Jae-yoon Lee",-1
386,Mộ Bạch Thủ,Phim bộ,17100,9.1,T13,2020,45,Trung Quốc,"Võ Thuật, Lãng Mạn, Thanh Xuân, Cổ Trang, Cổ Đại",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Kenne Yam,"Nhậm Gia Luân, Trương Tuệ Văn, whitehairpin, Terry, Lin Yuan, Shao Wei Tong, Cui Zhong, Niki, Yu Zi Yang",1
387,守护神之保险调查,Phim bộ,1000,9.0,T16,2018,36,Trung Quốc,"Bí Ẩn, Tình Tiết",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Chung Shu Kai,"Miu Kiu Wai, Bosco Huang, Lưu Tâm Du, Tsui Tsz Shan, Shiu Hung Hui, Hugo Ng Doi-Yung, Irene Wan, Maggie SiuMeiKi, MCJin, Zhai Tian Lin, Từ Chính Khê, Hai Lu, Raquel, Wang Xi Wei",-1
388,Đôi Tai Ngoại Cảm,Phim bộ,6000,9.3,T13,2013,18,Hàn Quốc,"Lãng Mạn, Thanh Xuân",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zhao Xiu Yuan, Seung-Woo Shin",Lee Jong Suk,-1
389,En Of Love (Kỹ Sư Tình Yêu),Phim bộ,11500,9.5,T18,2020,11,Thái Lan,"LGBT, Lãng Mạn, Tình Tiết, Tình Bạn, Thanh Xuân",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"Niink Karnpicha Sinlertpattana, Ko Nantalit Tampacha","Win Achawin Michaels, Folk Thitiphat Chankaew, Yin Anan Wong, War Wanarat Ratsameerat, Prom Ratchapat Worrasarn, Natthapong Pathong (Benz)",0
390,经山历海,Phim bộ,2000,9.0,T13,2021,31,Trung Quốc,Tình Tiết,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yang Ya Zhou,"Wang Li Kun, Zhang Guo Qiang, Zou Tingwei, Gao Longke, Fangyu Liu",-1
391,Cũng Chỉ Là Hạt Bụi,Phim bộ,112300,9.5,T13,2021,22,Trung Quốc,"Lãng Mạn, Thành Thị, Tình Bạn, Thanh Xuân, Thương Trường",1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"Derek Hui,Xu Hong Yu","Ngô Tuyên Nghi, Tất Văn Quân, Trạch Tiêu Văn, Trương Bách Gia, Lưu Đặc (diễn viên), Wan Zi Lin, Mễ Nhiệt, Natalia",1
392,Chàng Trai Mạc Cách Ly Của Tôi ( Chàng Trai Mowgli Của Tôi ),Phim bộ,12800,9.0,T13,2019,50,Trung Quốc,"Thành Thị, Thanh Xuân, Tình Yêu Ngọt Ngào, Tiểu Thuyết Chuyển Thể",0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Peng Xue Jun,"RayMa, Dương Tử, Vương Chân Nhi, Ming, Huang Can Can, Ze Wu Hao, Trịnh Tưu Hoằng",0
393,Long Thành,Phim bộ,1200,9.4,T13,2023,36,Trung Quốc,"Lãng Mạn, Thành Thị, Gia Đình, Tiểu Thuyết Chuyển Thể",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Lin Yan,"Mã Y Lợi, Bạch Vũ, Lưu Lâm, Li Ting Ting",-1
394,Phong Khởi Lũng Tây,Phim bộ,2000,9.6,T16,2022,24,Trung Quốc,"Gián Điệp, Bí Ẩn, Cổ Trang, Cổ Đại",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,Lu Yang,"Aloys Chen, Bạch Vũ, Nhiếp Viễn, Chang Yuan, Angelababy",-1
395,Giám Đốc Thường Mời Tôi Ăn Tối,Phim bộ,15200,9.6,T18,2022,10,Hàn Quốc,"LGBT, Lãng Mạn, Tổng Tài Bá Đạo, Thành Thị",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Yang Kyeong-hui,"Park Jeong Woo, Young woon Park",1
396,Nguyện Ta Như Sao Chàng Như Trăng,Phim bộ,10100,8.9,T13,2020,24,Trung Quốc,"Lãng Mạn, Cổ Trang, Cổ Đại",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Ma Yun Yu,"Chu Tiễn, Mã Mộng Duy, Phó Vỹ Luân",0
397,Hoa Khê Ký,Phim bộ,11900,9.5,T13,2023,32,Trung Quốc,"Lãng Mạn, Tình Tiết, Thanh Xuân, Tình Yêu Ngọt Ngào, Cổ Trang",1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Li Yu Lei,"Hình Phi, Từ Khai Sính, Từ Phương Châu, Yang Gen",0
398,Hoa Lang,Phim bộ,14300,9.4,T13,2016,20,Hàn Quốc,"Cổ Trang, Cổ Đại",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"Rick Yune,Richard Yun","Park Seo Jun , Ara, Park Hyung Sik",0
399,Thật Ra Anh Ấy Không Yêu Bạn Đến Thế,Phim bộ,3000,9.1,T13,2020,36,Trung Quốc,"Lãng Mạn, Thành Thị",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Guangli Wang,"Tống Thiến, Ryan Zheng, Celina Jade, Karlina Zhang, Li Chun, Dương Hữu Ninh, David Wang, Han Tong Sheng, ShawnHuang, Yue,Ahu,KA, Shi An, Trương Hạo Duy",-1
400,Hóa Ra Là Thầy Giáo!,Phim bộ,3400,9.2,T13,2022,40,Trung Quốc,"Lãng Mạn, Phim Hài, Thành Thị, Thanh Xuân, Thương Trường, Tình Yêu Ngọt Ngào",1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,Amber,"Cheney Chen, Karlina Zhang, Zhang Li, Vương Thụy Xương, Bian Cheng, Mễ Nhiệt, Zheng Fan Xing, Zidan Sun, Lưu Lâm, Liu Jun",-1
401,Thiếu Niên Của Ngày Mai,Phim bộ,6000,9.7,T13,2024,24,Trung Quốc,"Tình Tiết, Phim Hài, Thanh Xuân",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Ming Yan,"Ngô Vũ Hằng, Châu Ngạn Thần, Yang Xi Zi, King-Kong Lam, Chen Zhi Hui, Owen, Cui Zhen Zhen, Sun Kai",-1
402,【Thuyết minh】Khanh Khanh Ngã Tâm,Phim bộ,1100,9.3,T13,2021,24,Trung Quốc,"Lãng Mạn, Viễn Tưởng, Tình Yêu Ngọt Ngào, Cổ Trang",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Kenne Yam,"Trình Tiêu, Cốc Gia Thành, Vương Nhất Phi, Yang Ze, Song Wen Zuo, Jessie Fu",-1
403,Phù Thủy Tình Yêu,Phim bộ,2700,9.1,T13,2014,16,Hàn Quốc,"Lãng Mạn, Thành Thị, Thương Trường",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Li Zheng Xiao,"Unm Jung Hwa, Park Seo Jun , Jung YeonJoo, Yang Xi Jing, Jin-mo Ju, Ra Mi-ran, Li Shi Chang",-1
404,Oh！Master,Phim bộ,21900,9.0,T13,2021,16,Hàn Quốc,"Lãng Mạn, Tình Tiết, Thành Thị",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH DAYOUNG,"Min-ki Lee, NANA, Kang Min Hyuk , Li Hui Xiang, Ho-jung Kim",0
405,I am your KING 1,Phim bộ,1300,9.2,T18,2023,5,Thái Lan,"LGBT, Lãng Mạn, Tình Tiết, Tình Bạn, Thanh Xuân, Học Đường",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Kapper Worarit Ninklom,"Newyear Kitiwhut Sawutdimilin, Mark Siwat Jumlongkul,สิวัฒน์จุลมกุล,Mark, Kris Krit Songsamphant, Best Vittawin Veeravidhayanant, Us Nititorn Akkarachotsopon, M Phurin Ruangvivatjarus",-1
406,Truyền Kỳ Tô Mạt Nhi,Phim bộ,42000,8.7,P,2018,40,Trung Quốc,"Lãng Mạn, Cổ Trang",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Bo Shan,"Kevin Yan, Fu Da Long, Nhạc Lệ Na, Crystal, Wang Hui Chun, Niu Beiren , Zhang Yong Gang, Ma He, coco, Ma Dan Ni, Megan Hwang, Norman Chui, Tian-Yang Zhang, Ye Chao, Xu Min",0
407,Dẫn Độ Linh Hồn 2,Phim bộ,86000,9.3,T16,2015,20,Trung Quốc,"Bí Ẩn, Kinh Dị, Phiêu Lưu, Viễn Tưởng, Kinh Dị, Thanh Xuân",0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,Ju Xing Mao,"Yu Yi, Liu Zhi Yang, Yin Xiao, Dương Tử, xuanlu, Chen Chean,Chean Chen, Kyle, Hu Xiao Ting, Zhang Yong Gang, Yolanda Jia,JIAYUANYUAN, Peng Xin, Chen Bing Qiang , Qin Li",1
408,Bản Sắc Gia Nhân,Phim bộ,3900,8.8,T13,2020,24,Trung Quốc,"Lãng Mạn, Thanh Xuân",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Han Yang,"Wayne, Li Ting Ting, Ryan, hsiaoyu, Yu Kai Ning",-1
409,Check Out Series (Đêm Đó Cùng Cậu Sao Bắc Đẩu),Phim bộ,25200,9.4,T18,2022,12,Thái Lan,"LGBT, Lãng Mạn, Tình Tiết, Tình Bạn",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Kapper Worarit Ninklom,"Chahub Marut Ghoummeddin, Best Vittawin Veeravidhayanant, Mew Sirilapas Kongtragan, M Sarawut Laoruamsap, Beam Atichart Lawansathean, Boat Anakame Binsaman, Aumaim Korravee Keawkor, Non Chanon Rikulsurakan, Pluster Pornpipat Pattanasetthanon",1
410,Thời Niên Thiếu Của Tăng Thiếu Niên,Phim bộ,49000,9.3,T13,2023,25,Trung Quốc,"Lãng Mạn, Thanh Xuân, Gia Đình",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Liu Chang, Wang Lei","TT, Jason, Quách Tử Phàm",1
411,Vân Tương Truyện (Tiếng Quảng Đông),Phim bộ,16000,9.5,T13,2023,36,Trung Quốc,"Võ Thuật, Phiêu Lưu, Lãng Mạn, Hành Động, Tình Bạn, Cổ Trang",1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,You Da Zhi,"Trần Hiểu, Mao Hiểu Đồng, Tần Lam, Vương Kính Tùng, Kara Wai, Đường Hiểu Thiên, Hứa Linh Nguyệt, Lưu Quán Lân",1
412,Tề Sửu Vô Diệm: Gương Vỡ Lại Lành,Phim bộ,96000,9.0,T13,2022,26,Trung Quốc,"Lãng Mạn, Hư Cấu, Tình Tiết, Cổ Đại",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Li Xiang Guo,"Huỳnh Mỹ Kì, Neno, Liu Yong Xi, Peng Wei,Johnny, Long Cheng, Zhang Yu Tong, Dong Li Wu You, LIU, Wang Li Yun, Ben Niu",0
413,Cuộc Sống Gia Đình,Phim bộ,1400,9.2,T13,2021,35,Trung Quốc,"Lãng Mạn, Tổng Tài Bá Đạo, Thành Thị, Gia Đình",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Lưu Hải Ba,"Lưu Mẫn Đào, Văn Kì, Khưu Trạch, Lưu Tâm Du",-1
414,Biệt Đội Chó Bull: Điều Tra Ngoài Giờ,Phim bộ,3200,9.4,T16,2020,12,Hàn Quốc,"Bí Ẩn, Phiêu Lưu, Tình Tiết, Phim Hài, Hình Sự, Thành Thị",0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,Jiang Xiao Zhen,"Cha Tae Hyun, Li Shan Bin, Sang-hoon Jung, Kyung-ho Yoon, Chi Cheng Xuan",-1
415,Lão Cửu Môn,Phim bộ,12200,9.4,T16,2016,48,Trung Quốc,"Bí Ẩn, Phiêu Lưu, Tình Tiết, Viễn Tưởng, Tiểu Thuyết Chuyển Thể",0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,Liang Sheng Quan,"WilliamChan, Trương Nghệ Hưng, Triệu Lệ Dĩnh, Harry,Hu Yun Hao, Hanson, Crystal, Wang Mei Ren, Dean Wang, Zhang Ming En, Yang Zi Jiang, Edward Zhang, Lý Nãi Văn, Calvin Lee, Nan Pai San Shu, Ranjun Jr., Huang Zi Xi, Zhou Xiao Fei, Zhang Chun Zhong",0
416,Làm Ơn! 8 Tiếng Thôi,Phim bộ,1300,9.3,T13,2022,36,Trung Quốc,"Khoa Học Viễn Tưởng, Lãng Mạn, Tình Tiết, Viễn Tưởng, Thanh Xuân, Cổ Trang",1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,"Ding Yang Guo, Lan Hai Han","Tiêu Yến, Thomas Tong, Ming, Zhao Bin",-1
417,Yêu Em Thêm Lần Nữa,Phim bộ,2100,9.3,T13,2022,15,Trung Quốc,"Phiêu Lưu, Khoa Học Viễn Tưởng, Tình Tiết, Thanh Xuân, Gia Đình",0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,Wang Li Yuan,"June, Zhang Feifei, Liu Mu, Li Hai Shan, Zhao Yin Ze",-1
418,Nha Hoàn Này Ta Không Dùng Được,Phim bộ,16000,8.9,T13,2021,24,Trung Quốc,"Lãng Mạn, Thanh Xuân, Cổ Trang, Cổ Đại",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Ma Cheng Cheng,"Trịnh Tưu Hoằng, Vương Nhuận Trạch, Sheila, Lin Feng Song",0
419,Trái Tim Gợn Sóng,Phim bộ,1400,9.4,T16,2022,12,Trung Quốc,"Lãng Mạn, Tổng Tài Bá Đạo, Thành Thị",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Liu Zi Wei,"Tần Lam, Lam Doanh Oánh, Trịnh Hợp Huệ Tử, BOOGIE, Vương Quan Dật , He Peng, Y, Li Jia Hao, Li Xueqin, Sun Yi Han",-1
420,Trắng Đen Sáng Tỏ,Phim bộ,1500,9.3,T16,2020,44,Trung Quốc,"Hành Động, Hình Sự",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Zhao Jun Kai,"Âu Hào, Lý Hiểu Khiết, Từ Hồng Hào, Lý Nãi Văn, Fu Cheng Peng, Du Yuan",-1
421,Đại Tống Thiếu Niên Chí,Phim bộ,12900,9.0,T16,2019,42,Trung Quốc,"Bí Ẩn, Thanh Xuân, Cổ Trang, Cổ Đại",0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,Yi Zheng,"Trương Tân Thành, Châu Vũ Đồng, Kevin·Z, Vương Hữu Thạc, Bruce Hung, Su Xiao Tong, Tong Fan, 萧大侠,老大, Su Yan, Mikan, Sui Yong Liang",0
422,Penthouse Cuộc Chiến Thượng Lưu Phần 2,Phim bộ,11300,9.5,T16,2021,13,Hàn Quốc,"Bí Ẩn, Tình Tiết, Thành Thị, Tình Bạn, Gia Đình, Hôn Nhân",0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,Dong-min Joo,"Ji-ah Lee, Kim So Yeon , Eugene Kim, Ki-joon Um , Feng Tai Kui, Jin Yong Da , yoonjonghoon",0
424,Ngụy Tạo,Phim bộ,29100,9.3,T13,2021,12,Hàn Quốc,"Lãng Mạn, Tình Bạn, Thanh Xuân",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Hyun-hee Han,"Jung Ji-so, Lee Jun-young, 金辉映, Ji-Yeon Park, Jeong YunHo",1
425,Thức Tỉnh,Phim bộ,4000,9.2,T16,2020,16,Hàn Quốc,"Bí Ẩn, Lãng Mạn",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Jeong-hyeon Kim,"Gung-Min Nam, Cheong-a Lee, Kim SeolYeon, Sun-woo Yoon",-1
426,Gửi Đến Ngôi Sao Của Anh,Phim bộ,18900,9.3,T18,2021,9,Hàn Quốc,"LGBT, Lãng Mạn, Phim Hài, Thanh Xuân",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"Hwang Da-Seul,Huang Da Se","Kim KangMin, Son Woo-Hyun",1
427,Thanh Xuân Mang Tên Em,Phim bộ,3300,9.4,T13,2018,24,Trung Quốc,"Thanh Xuân, Tình Yêu Ngọt Ngào, Học Đường",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"Xu Pei Shan, Lai Meng Jie","Simon,Lian Chen Xiang, Chen Hao Ming, Vương Hạo Hiên, Pan Yi Ru, Jovi, Qu Zhong Heng",-1
428,Bạn Nhỏ Thân Yêu (Con Thân Yêu),Phim bộ,1000,9.4,T13,2022,34,Trung Quốc,"Lãng Mạn, Tình Tiết, Thành Thị, Gia Đình",1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Hu Kun,"Tần Hạo, Ren Su Xi, Nhiếp Viễn, Shaking",-1
429,Bắc Triệt Nam Viên,Phim bộ,3800,9.4,T13,2021,30,Trung Quốc,"Lãng Mạn, Thành Thị, Tình Bạn, Thương Trường",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Feng Xiao Gang,"Vương Lạc Đan, Lam Doanh Oánh, Kim Thần, Xuyết Ni, Hàn Canh, Li Guang Jie",-1
430,Ai Cũng Khao Khát Được Gặp Em,Phim bộ,14200,9.0,T13,2020,36,Trung Quốc,"Tình Tiết, Thành Thị, Thanh Xuân, Tình Yêu Ngọt Ngào",0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Xu Fu Xiang,"Chương Nhược Nam, Trần Hạo Lam, Vương Dĩ Luân",0
431,Mị Nguyệt Truyền Kỳ: Chiến Quốc Hồng Nhan,Phim bộ,75000,8.3,P,2015,31,Trung Quốc,"Lãng Mạn, Tình Tiết, Cổ Đại",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,randy,"Kyohou, JoJo, Kenny, Crystal, Wang Wei, Xiangyu Dai, Zhao Jiao Na, DINO",0
432,Jo Yi và Ám Hành Ngự Sử (Ngự Sử Tài Ba Và Quý Cô Thông Thái),Phim bộ,13700,9.7,T13,2021,16,Hàn Quốc,"Lãng Mạn, Phim Hài, Cổ Trang, Cổ Đại",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,Jong Sun Yoo,"Ok Taec-yeon, Kim Hye-yoon",0
433,Thanh Tra Bí Mật Của Hoàng Gia,Phim bộ,21000,9.3,T13,2020,16,Hàn Quốc,"Bí Ẩn, Lãng Mạn, Phim Hài, Cổ Trang, Cổ Đại",1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,KIM JUNGMIN,"Kim Myung Soo, Kwon Na-ra, Yi-Kyeong Lee, Lee Tae Hwan",1
434,Ngõa Xá Giang Hồ,Phim bộ,2200,9.5,T13,2022,35,Trung Quốc,"Phim Hài, Cổ Trang",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Qi Xiao Hui,"Qin Xiao Xian, Triệu Tiểu Đường, Meng Hetang, Cao He Yang, Li He Dong, Zhang Hao Yue",-1
435,Tầng 11 Biến Mất,Phim bộ,1000,9.5,T13,2023,24,Trung Quốc,"Bí Ẩn, Hành Động, Hình Sự",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,Jiang Zhuo Yuan,"Phan Việt Minh, Chen Shu, Guo Jing Lin, Li Hong Tao, Vạn Bằng, Tim, Sun Yan, Trần Hạo Lam, Wang Zheng, Liu Shuai Liang, Roy, Zhu Hui, Li Sheng Ye, Han Yun Yun, Zhang Chao, Benjamin Zhang, He Tie Hong, Zhao Cheng Shun, Wang Li Yun, Zhang Hong Jie, Zhao Cheng Shun",-1
436,【Thuyết Minh】Nguyệt Thượng Trùng Hoả,Phim bộ,1000,9.8,T13,2020,48,Trung Quốc,"Võ Thuật, Hư Cấu, Tình Tiết, Cổ Trang, Cổ Đại",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,He Shu Pei,"La Vân Hi, Trần Ngọc Kì",-1
437,Thiên Kim Bá Đạo,Phim bộ,7800,9.3,T13,2022,24,Trung Quốc,"Lãng Mạn, Tình Tiết, Tổng Tài Bá Đạo, Thành Thị, Tình Yêu Ngọt Ngào",1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Wang Yi Wei,"Vương Nhuận Trạch, Quý Mỹ Hàm",-1
438,【Thuyết minh】Tôi Và Anti-fan Kết Hôn,Phim bộ,51000,9.4,T13,2021,16,Hàn Quốc,"Lãng Mạn, Phim Hài",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Kang Cheol-woo,"Choi Soo Young, Ji-an Han",1
439,Chạm Vào Tim Em,Phim bộ,19100,9.4,T13,2019,16,Hàn Quốc,"Lãng Mạn, Tình Tiết, Phim Hài, Thành Thị, Tình Yêu Ngọt Ngào",1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Piao Jun Hua,"Lee Dong Wook, Yoo In-Na, Sun Xing Yun, Lee Sang Woo, Oh Jung-se",1
440,Nhẹ Nhàng Tan Chảy,Phim bộ,14500,9.6,T13,2019,16,Hàn Quốc,"Lãng Mạn, Khoa Học Viễn Tưởng",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Woo-chul Shin,"Ji Chang Wook, Won Jin ah, Yoon Se A, Won-hee Im / Won-Hee Lim, Won-hae Kim",0
441,Khi Ác Quỷ Gọi Tên,Phim bộ,54000,9.2,T13,2019,16,Hàn Quốc,"Lãng Mạn, Tình Tiết, Viễn Tưởng, Thành Thị",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Min Jin Ki,"Jung Kyung Ho , PARK SUNG WOONG, Lee Seol, Elle Lee, Kang Song",1
442,Cửu Lưu Bá Chủ,Phim bộ,18200,9.2,T13,2020,36,Trung Quốc,"Lãng Mạn, Cổ Trang, Cổ Đại",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Qiu Yu,"Bạch Lộc, Lại Nghệ",1
443,Laws of Attraction: Luật Hấp Dẫn,Phim bộ,6900,9.8,T18,2023,8,Thái Lan,"LGBT, Lãng Mạn, Tình Tiết",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Worawit Khuttiyayothin,"Film Thanapat Kawila, Jam Rachata Humphanon, Pearl Satjakorn  Chalard, See Parattakorn Kaiyanan, Not Vorarit Fuangarome, Organ Rasee Diskul Na Ayudhaya",-1
444,Này! Đại Sự Của Cậu Thật Kỳ Diệu,Phim bộ,2500,9.0,T13,2021,24,Trung Quốc,"Lãng Mạn, Tình Tiết, Tình Bạn, Thanh Xuân, Gia Đình",1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"Chen Shi Yi, Gavin","Tu Zhi Ying, Ngô Vũ Hằng, Li You Xi, Wang Yijun, Ning Xiao Hua, Jia Shu Yi, apollo, Zong Ying, Zhang Zhang, Yao Wang, Wang Yiqing, Guan Bo",-1
445,Cô Nàng Ván Trượt Của Tôi,Phim bộ,6300,8.9,T13,2019,24,Trung Quốc,"Lãng Mạn, Thanh Xuân, Tình Yêu Ngọt Ngào",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Zhang Tai Ming,"Li Chuan, Ning Kang, Bo Er Ji Te, Jing Liu",-1
446,Điền Canh Kỷ,Phim bộ,13500,9.6,T13,2023,26,Trung Quốc,"Lãng Mạn, Phim Hài, Tình Yêu Ngọt Ngào, Gia Đình, Cổ Trang",1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,Hong Ling,"Tăng Thuấn Hy, Điền Hi Vi, Tinh Trạch, Lý Mặc Chi, Dương Chi Doanh, Chang Long, Ailiya – Ngải Lệ Á, Triệu Nghị, Vương Kiến Quốc, Jiang Shi Meng,Panda Jiang, Châu Hiểu Hân, Dong Jing Chuan, Trần Tư Ti, Liu Ling Zhi",0
447,Đại Tống Cung Từ,Phim bộ,4100,8.6,T13,2021,61,Trung Quốc,"Lãng Mạn, Cổ Trang, Cổ Đại",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"Shaohong Li, Zeng Nian Ping","Lưu Đào, Châu Du Dân , Yalei Gui, Winston Chao, Liang Guan Hua, Tề Khê, Lei Cao, Kevin·Z, Yiwei Pan, Liu Ruo Gu, Li Jia Xin, Yang Xiao",-1
448,Vận Mệnh Hoa Sơn Trà Của Hứa Thuần Thuần,Phim bộ,14900,9.4,T13,2021,24,Trung Quốc,"Lãng Mạn, Phim Hài, Tình Yêu Ngọt Ngào, Cổ Trang, Cổ Đại",1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,Qiang Wu,"Quách Tử Phàm, Lý Mặc Chi, Bành Sở Việt, Mao Na, Liu Yin Jun, Wang Yu, Joy Sheng,joy,Sheng Lang Xi",0
449,Ba Lần Gả Trêu Ghẹo Lòng Quân,Phim bộ,2000,9.3,T13,2020,35,Trung Quốc,"Bí Ẩn, Lãng Mạn, Thanh Xuân, Cổ Trang, Cổ Đại",1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,Ricky Wong,"Hình Chiêu Lâm, Tiêu Yến, Nie Zi Hao, Hoàng Nhất Lâm, Lý Hạc, Lưu Di Đồng, Khưu Sĩ Luân, Li Xin Bo",-1
450,Vô Tình Phải Lòng Em,Phim bộ,3400,9.6,T13,2024,24,Trung Quốc,"Tình Tiết, Hôn Nhân",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Wei Zhi,"Wang Er Yi Xuan, Jackson Jin",-1
451,Thỉnh Quân,Phim bộ,20800,9.6,T13,2022,36,Trung Quốc,"Bí Ẩn, Phiêu Lưu, Lãng Mạn, Hành Động, Tình Tiết, Viễn Tưởng",1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,Trịnh Vĩ Văn,"Nhậm Gia Luân, Lý Thấm, Chase Chen, Wu Ming Jing",1
452,"Meo, Hãy Cầu Nguyện",Phim bộ,28800,9.3,T13,2021,24,Trung Quốc,"Bí Ẩn, Viễn Tưởng, Thành Thị, Thanh Xuân, Tình Yêu Ngọt Ngào",0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,Gao Peng,"Nhậm Hựu Luân, Cát Hâm Di, Trần Hạo Lam, Wang Tian Yu, Shiu Hung Hui, Wang Ying Ying, Zhang He Hao Zhen",1
