Unnamed: 0,movie_title,kind,number_of_rating,rating_score,classification,release_year,duration,country,genre,Lãng Mạn,Tình Tiết,Thanh Xuân,Thành Thị,Viễn Tưởng,Phim Hài,Bí Ẩn,Hành Động,Cổ Trang,Tình Bạn,Phiêu Lưu,Tội Phạm,Tình Yêu Ngọt Ngào,Gia Đình,Nhiệt Huyết,Kinh Dị,Tiểu Thuyết Chuyển Thể,Other,director,cast,Popularity Levels
722,Người Đẹp Cận Vệ,Phim bộ,11000,8.4,T16,2020,12,Trung Quốc,"Bí Ẩn, Tình Tiết, Cổ Trang",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Zhang Jin Tao,"Suen,Eric, Shi Xuan Ru, Li Shui Nuo, Lu Yong, Yan Jie",0
723,Hộ Bảo Liên Minh Phần 2,Phim bộ,5000,8.7,T13,2018,12,Trung Quốc,"Lãng Mạn, Tình Tiết",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mang San Yu, Zou Ji Cheng, Wang Fei","Trần Sở Hà , Gillian Chung, Wang Bo, Wilson",-1
724,Nhà Có Con Trai Con Gái Sơ Trưởng Thành VIP Chuyên Dụng,Phim bộ,1000,9.3,P,2018,70,Trung Quốc,"Phim Hài, Thành Thị, Gia Đình",0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Lin Cong,"Zray Zhang, Yezi Zhang, Gao Ya Lin, Lilian Wang, Zhou Xiao Bin, Song Ning Nv",-1
725,Hoa Khôi Áo Trắng Và Chân Dài 2 Ngoại Truyện,Phim bộ,19000,8.8,P,2015,5,Trung Quốc,"Lãng Mạn, Tình Tiết, Thanh Xuân",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,randy,"Xiangyu Dai, JoJo, Kyohou, DINO, Crystal",0
726,【Thuyết minh】Bí Ẩn Núi Jiri (Jirisan),Phim bộ,45000,9.7,T16,2021,16,Hàn Quốc,"Bí Ẩn, Viễn Tưởng",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Lee Eung-bok,"Gianna Jun, Ju Ji-hoon",1
727,Anh em Nam Bắc,Phim bộ,6000,8.9,P,2017,20,Trung Quốc,"Tình Tiết, Thanh Xuân",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Xu Shen,"Rui Meng, Ko Chai, Junxiu Jin, Bai Xi, 阿古博达, Chang Dan Dan, Wang Yun Hua",-1
729,Hôn Nhân Của Cặp Đũa Lệch,Phim bộ,2000,8.8,T13,2020,8,Nhật Bản,"Lãng Mạn, Tình Tiết, Tình Yêu Ngọt Ngào, Hôn Nhân",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Ryuichi Hiroki,"Terunosuke Takezai, Wakana Aoi, Wakana Matsumoto, Ji Ye Bei Ren, Aoba Kawai, Yu Tokui, Mitsuru Fukikoshi",-1
731,Bác Sỹ Nhỏ,Phim bộ,3100,8.8,T13,2020,40,Trung Quốc,"Lãng Mạn, Y Liệu, Thành Thị, Tiểu Thuyết Chuyển Thể",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Lenseng Lou,"Đổng Tử Kiện, Trương Gia Nghê, Lưu Mẫn Đào, Lee Li-Chun, Vương Chân Nhi, Lee Tae, Qi Kui, Fang Zi Bin, Gao, Wang Wan Juan",-1
732,Đại Sư Tìm Người 3,Phim bộ,7000,9.3,T16,2017,12,Trung Quốc,"Bí Ẩn, Tình Tiết, Thanh Xuân",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Li Ze Lu,"Harry,Hu Yun Hao, Hà Hoa, Kenny Bee,Jan To Chung,Chun-to Chung,Chun To Chung, Fingal, Qian Di Di",-1
733,Người Yêu Gián Điệp Của Tôi,Phim bộ,17700,9.2,T13,2020,16,Hàn Quốc,"Lãng Mạn, Tình Tiết, Phim Hài, Hôn Nhân",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Li Zai Zhen,"Eric Mun, Yoo In-Na, Lim Ju-hwan",1
734,Thế Giới Phỏng Sinh,Phim bộ,88000,9.6,T13,2023,12,Trung Quốc,"Bí Ẩn, Khoa Học Viễn Tưởng",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,"Leste Chen, Zhen-Nian Ko, Xu Zhao Ren","Tống Uy Long, Văn Kì",1
735,Truy Tìm,Phim bộ,25900,9.4,T16,2020,10,Hàn Quốc,"Bí Ẩn, Kinh Dị",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Dae-wung Lim,"Jung Soo Jung, JANG DONG YOON",1
736,Tình Yêu Mùa Tuyết Rơi,Phim bộ,10700,9.2,T13,2021,24,Trung Quốc,"Lãng Mạn, Thành Thị, Thanh Xuân, Thương Trường, Tình Yêu Ngọt Ngào",1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Liang Hao,"Koh, Sun Yi Ning, Xu Xiao Nuo, Xindy, Kelang Zeng",0
737,Dược Vương Đại Nhân Thân Yêu【Liam x Liu Yu】,Phim bộ,21200,8.9,T13,2020,24,Trung Quốc,"Lãng Mạn, Viễn Tưởng, Cổ Đại",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Hu Chu Xi,"Ngạn Hi, Liu Yu Xiao, Đinh Nhất Nhất",0
738,Cơ Hội Thứ Hai,Phim bộ,1800,9.4,T18,2021,6,Thái Lan,"LGBT, Lãng Mạn, Tình Bạn, Thanh Xuân",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Nutthachai Khrueasena,"Fluke Chinnathan Rojraweethanakun, Tong Thanayut Thakoon-auttaya",-1
739,Tiền Nhân,Phim bộ,51000,9.4,T16,2021,40,Trung Quốc,"Gián Điệp, Chiến Tranh, Tiểu Thuyết Chuyển Thể",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Gong Zhao Hui,"Edward Zhang, Nhiếp Viễn, Cecilia Han, Quách Hiểu Đình, Cao Wei Yu, Zhang Bo Zhi, Zhang Fan, Huo Qing, Du Gong Hai, Triệu Dương, rossi, Lu Zi Zhen, Zhang Yang, Meng Zhao Zhong",1
740,Sorry Naik Lori,Phim bộ,50000,9.4,T13,2022,12,other,"Lãng Mạn, Phim Hài, Thanh Xuân",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Aidilfitri b. Mohamed Yunus,"Nazim Othman, Ruhainies Farehah, Nafiz Muaz, Asha Zainul, Tajul Arif Noor, Sheila Mambo",1
742,Tôi Yêu Cậu,Phim bộ,23000,8.5,T16,2020,14,Trung Quốc,"Bí Ẩn, Lãng Mạn, Tình Tiết, Thành Thị, Gia Đình",1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Yu Bin,"Ya Meng Le, Zhang Yuan Yuan, Feng Guang Rong, Zhang Zhang",0
743,Thiếu Niên Phi Hành,Phim bộ,1500,8.9,T13,2019,36,Trung Quốc,Thanh Xuân,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fang Liu, Shen Qin Yuan","Kevin Yan, Fan Shi Qi, Sun Yi, Lý Mặc Chi, Dương Sĩ Trạch",-1
744,Dũng Cảm 2,Phim bộ,19000,9.6,T13,2021,45,Trung Quốc,Chiến Tranh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bo Shan,"Yang Zhi Gang, jonny, Zhang Zi Jian, Qiu Kai Wei, Hà Hoa, Kun Yang, Ni Hong Jie, Wang Zhen, Jason, Wang Zhi Yi, Tay Ping Hui, Ju Hao, Wei Zhi",1
745,Yêu Em Không Nói Cũng Hiểu,Phim bộ,1300,9.0,T13,2023,20,Trung Quốc,"Lãng Mạn, Tình Tiết, Tổng Tài Bá Đạo, Thành Thị, Tình Yêu Ngọt Ngào, Gia Đình",1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,Li Ke Dao Yan,"Hu Wen Xuan, Roada Xu",-1
746,Lầu Ngoại Lâu,Phim bộ,3000,8.7,T13,2018,36,Trung Quốc,"Tình Tiết, Chiến Tranh",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Su Zhou,"Zhang Duo, Amanda Qin, Michelle Ye, Noriel, Xi Mei Juan, Đinh Dũng Đại, Ping Hao, Isabelle, Ginger, Mify",-1
747,Thất lạc,Phim bộ,5000,9.5,T13,2021,16,Hàn Quốc,"Thành Thị, Gia Đình, Hôn Nhân",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"Hur Jin-ho, Park Hong su","Jeon Do-yeon, Ryu Jun-yeol, Park Byung eun, Kim Hyo jin",-1
748,Đương Gia Chủ Mẫu,Phim bộ,6100,9.4,T13,2021,35,Trung Quốc,"Cổ Trang, Hôn Nhân, Cổ Đại",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Yu Zheng,"Angel, Trương Tuệ Văn, Yang Rong, Mao Tử Tuấn",-1
749,Tìm kiểm vận mệnh 2,Phim bộ,89000,9.2,T16,2017,12,Trung Quốc,"Bí Ẩn, Lãng Mạn, Thanh Xuân, Tiểu Thuyết Chuyển Thể",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Gao Lin Bao,"Kyle, FuXinbo, Châu Vũ Đồng, Nie Zi Hao, Na Jia Wei",1
750,Theo Dấu Vạn Dặm,Phim bộ,2000,7.7,T16,2021,21,Trung Quốc,"Tội Phạm, Bí Ẩn, Tình Tiết, Hình Sự",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,Liu Hai Tao,"Song Yuncheng, Zhou Zhou, Yin He",-1
751,Mai phục 2,Phim bộ,11000,9.3,T16,2017,12,Trung Quốc,"Tội Phạm, Bí Ẩn, Tình Tiết",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Jiang Kaiyang,"Da Zhao, Zhang Lu, Ken Lok, Qu Gao Wei, Wang Gong Yi, Wang Zhi Gang, Xing Yu Fei, Xu Lu, Su Meng Meng, Zhao Long Hao",0
752,"Em Yêu Anh, Tạm Biệt!",Phim bộ,2400,9.7,T13,2021,8,other,"Lãng Mạn, Tình Tiết, Tình Bạn, Thanh Xuân, Gia Đình",1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Dolly Dulu,"Andrea Brillantes, Seth Fedelin, Andi Abaya, Kobie Brown, Nio Tria",-1
753,Kịch Bản Cuộc Đời,Phim bộ,3200,8.9,T13,2021,10,Hàn Quốc,"Lãng Mạn, Tình Tiết, Viễn Tưởng, Học Đường",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Jin Bing Zhu,"Quan Su Ni , Do-hun Ki , Ge Su Yuan, Park Sang-nam, Kim Woo Suk",-1
754,Điểm Tâm Chi Lộ,Phim bộ,16000,9.6,T13,2023,24,Trung Quốc,"Phim Hài, Thành Thị, Tình Bạn, Thanh Xuân",0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"Lan Hai Han, Wang Fei","Vương Ngạn Lâm, Triệu Tiểu Đường, Zheng Fan Xing",1
755,Nữ Thần Cuối Cùng,Phim bộ,24000,8.6,P,2019,12,Trung Quốc,"Lãng Mạn, Viễn Tưởng, Thành Thị, Thanh Xuân",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Ou Tan Kai,"Meng En, Cao Qi, Ever, Feng Jun Jie, Han Ming Xi, Han Ming Xi",0
756,Công Tử Ta Cưới Chàng Chắc Rồi 2,Phim bộ,8400,9.2,T16,2021,24,Trung Quốc,"Bí Ẩn, Lãng Mạn, Tình Tiết, Phim Hài, Cổ Trang",1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,Yang Shi Tao,"Hạc Nam, Khưu Sĩ Luân, Wen Yuan, shàngxuán, Zhou Bo Xuan",-1
757,Tập Tành Làm Mẹ,Phim bộ,1500,9.4,T13,2020,8,Hàn Quốc,"Tình Tiết, Phim Hài",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Piao Xiu Yuan,"Ha-seon Park, Ji-won Uhm",-1
758,Mẹ Chồng Tôi Sao Mà Dễ Thương Thế,Phim bộ,17000,9.5,T13,2020,40,other,"Lãng Mạn, Tình Tiết, Gia Đình",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Deng An Ning,"Zhong Xin Ling,CHUNG Hsin-Ling, Huang Pei Jia, Zhang Shu Wei, Esther, JiehuiXu",1
759,Nếu Như Tôi Có Siêu Năng Lực,Phim bộ,2000,7.9,T16,2016,13,Trung Quốc,"Bí Ẩn, Khoa Học Viễn Tưởng, Tình Tiết, Thanh Xuân",0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,Liu Di Yang,"Zirui Wang, Liu Yu Qiao, Zhang Ge, Yang Shu Feng, Zhang Yu Long",-1
760,Yêu Phải Nàng Meo Tinh,Phim bộ,4700,8.9,T13,2020,24,Trung Quốc,"Tình Tiết, Viễn Tưởng, Thành Thị",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Li Gen Dao Yan,"Vicky, kevin Chu, You Xian Chao, Chen Shi Qi, Mirrre, Zhao Zhen Yu, Wang Gang Gang, Ziyou Li, Martin, Le Jing",-1
761,Con gái bé bỏng,Phim bộ,37000,9.1,P,2018,36,Trung Quốc,"Tình Tiết, Thành Thị, Gia Đình",0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Helong Lin,"Guanying Peng, Liu Yun, Zheng Yi Tong, Ziwen Zhang, Phoenix, Wang Ming",1
762,LỜI CAM KẾT,Phim bộ,15000,9.3,T13,2021,36,Trung Quốc,"Tình Tiết, Tình Bạn, Thanh Xuân, Gia Đình",0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"Chen Quan, Ju Xing Mao","Xuejian Li, Xu Fan, Lu Yi, Nhạc Lệ Na, Nhạc Lệ Na, Deng Ya Ping, Qiao Shan, Vu Mông Lung, Han Hao Lin, Dong Yong, Fan Ming, Tăng Lê, Zhang Zi Xian, Lý Mặc Chi, Wang Ruo Xi, Kyulkyung",0
763,守护神之保险调查 粤语,Phim bộ,1000,8.0,T16,2018,36,Trung Quốc,"Bí Ẩn, Tình Tiết",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Chung Shu Kai,"Miu Kiu Wai, Bosco Huang, Lưu Tâm Du, Tsui Tsz Shan, Shiu Hung Hui, Hugo Ng Doi-Yung, Irene Wan, Maggie SiuMeiKi, MCJin, Zhai Tian Lin, Từ Chính Khê, Hai Lu, Raquel, Wang Xi Wei",-1
764,Học viện Roland,Phim bộ,29000,8.8,P,2015,48,Trung Quốc,"Lãng Mạn, Khoa Học Viễn Tưởng, Thanh Xuân",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Che Shu Chang,"Jacob, Andy Chen, Kris John, Mini, Kimiko",0
765,Đối Tác Vui Vẻ,Phim bộ,10000,9.0,T13,2022,24,Trung Quốc,"Lãng Mạn, Tình Tiết, Phim Hài, Thành Thị",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Wu Jiang, Yanliang Jiang","Wang Guang Yuan, Khương Bội Dao, Liu Xun, Una, Weihe Li, Feng Qin Chuan, Du Xiao Yu, Yu Yi, Wang Cheng, Chen Zhang, Hu Bo",-1
766,Oppa! Giáo Sư Của Em,Phim bộ,1400,9.5,T13,2023,12,other,"Lãng Mạn, Phim Hài, Thanh Xuân",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Fairuz Loy,"Sweet Qismina, Han Byul",-1
767,Ta không phải yêu quái,Phim bộ,29000,9.0,P,2016,12,Trung Quốc,"Khoa Học Viễn Tưởng, Tình Tiết, Phim Hài, Thanh Xuân",0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Li Ze Lu,"Zhang Yu Jian, Lưu Đông Thấm, Wang Yu, A Tín, Wu You, Tiêu Yến",0
768,Hoán đổi chính mình,Phim bộ,2000,8.6,P,2018,12,Trung Quốc,"Lãng Mạn, Tình Tiết, Thanh Xuân",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Huang Zheng Hua,"Zhang Xin Yi, Wang Xi, Zhang Hao Jun, Wang Ruo Xuan, tivon, MIRE",-1
769,Khu Điều Dưỡng Người Thất Tình,Phim bộ,1600,8.7,T13,2019,12,Trung Quốc,"Lãng Mạn, Thành Thị, Thanh Xuân",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zhou Ying Nan, Zhou Jun Lun","Cái Nguyệt Hy , Pei Zi Tian, J.C, Smile, Fan Hao, Tong Xiao Hu",-1
770,Phi Thường Mục Kích,Phim bộ,49000,9.0,T16,2020,12,Trung Quốc,Bí Ẩn,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Yang Miao,"Song Yang, Viên Văn Khang, Una, Jiao Gang, Li Jiu Xiao, Ning Song, Qin Yu, He Peng, Guohua Wu, Zhang Hong Yi, Sun Zhen Peng, Song Nai Gang, Liao Yin Yue, Qian Bo, Wang Long Zheng, Du Zhi Guo",0
771,Dramaworld,Phim bộ,55000,8.9,T13,2021,13,Hàn Quốc,"Lãng Mạn, Khoa Học Viễn Tưởng, Phim Hài, Hôn Nhân",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Chris Martin,"Ha Ji Won, Henry lau, Olivia Hewson,Li Fu Xiu Sen, Xiao En Li Cha",0
772,Thần Bổ Đại Thanh - Kì 2,Phim bộ,9000,8.4,T16,2018,12,Trung Quốc,"Bí Ẩn, Lãng Mạn, Tình Tiết, Cổ Trang",1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Dong Wei,"Wang Sha, Lý Mặc Chi, Zhan Mu, King-Kong Lam, Kent tong, Felix Lok, Ronald Law, Jing Feng, Gao Wei Wan",-1
773,Nữ thần nhạc Rock,Phim bộ,26000,9.6,T13,2022,12,Trung Quốc,"Lãng Mạn, Thành Thị, Thanh Xuân, Gia Đình",1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Li Jun, Jing Li Peng","Yao Chen, Chang Yuan, Zhuang Dafei, Li Yi Nan, Justin Yuan, Triệu Tử Kỳ, Dai Le Le, Li Jun Mo, Wei Qing, Li Yanan",1
774,Tuyệt Mật Hiếu Kim,Phim bộ,11000,8.7,T16,2021,41,Trung Quốc,"Bí Ẩn, Lãng Mạn, Hành Động, Tình Tiết, Phim Hài",1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Chen Guan Long,"Wan Hong Jie, Zhou Zhou, Jiang Lu Xia",0
775,Đạo Diễn Xuống Tay Với Tôi,Phim bộ,2000,8.1,P,2019,32,Trung Quốc,"Tình Tiết, Phim Hài, Tổng Tài Bá Đạo, Thành Thị, Thanh Xuân, Cổ Trang",0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,Li Ya Fei,"Liu Bei Shi, Tong Gua, WangXinting, Xiang Xia, Patrick, En Na Zhu Li, jackie, Yao Yang, Kingdom Yuen, Kwok-Lun Lee, Kim Tĩnh, Zhang Mao",-1
776,Tượng Hạn Chi Nhãn,Phim bộ,1000,8.8,T16,2019,12,Trung Quốc,"Tội Phạm, Bí Ẩn, Tình Tiết, Hình Sự, Thành Thị, Gia Đình",0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,Zhang Ruo Yi,"Guo Wan Chao, Liao Yue, Ricky, Luo De Yuan, Gong He Ping, Li Yan",-1
777,Quãng Thời Gian Tươi Đẹp,Phim bộ,11000,9.3,T13,2020,13,other,"Lãng Mạn, Tình Tiết, Gia Đình",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Hao Xin Xiang,"Wu Nian Xuan, Vạn Trí Hữu, Vera Yen, Chen Yan Yun, Zhang Guangchen",0
778,Sổ Tay Thanh Niên Khởi Nghiệp,Phim bộ,68000,8.6,T13,2021,24,Trung Quốc,"Lãng Mạn, Thanh Xuân",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Shao Jin,"CaesaR, Qiao Jun Da, Johnny,Zhang Ceng Ceng, Jing Chang, Tu Bing, Chen Si Che, Benny, Kong Lin, Leo",0
779,Cánh cửa thần bí,Phim bộ,4000,9.0,T16,2018,12,Trung Quốc,"Bí Ẩn, Phim Hài",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Zheng Quan,"Li Bo Wen, Li Zhe Yu, Zheng Qian Xun, Zheng Qian Xun",-1
780,Đồ ăn hại 5 (Thái Lan),Phim bộ,4000,9.2,P,2017,24,Trung Quốc,"Phim Hài, Thành Thị",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yin Qi,"Tôn Nghệ Châu, Patrick Zhang, Gao Yi Han, Menglu Zhang, Li You Lin, Cui Di, Zhangxinyuan",-1
781,Khách trọ phòng 1006,Phim bộ,37000,9.4,T13,2018,26,other,"Bí Ẩn, Tình Tiết, Viễn Tưởng, Phim Hài, Thành Thị, Thanh Xuân",0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Rong-hui Chen,"LEGO, Nikki Shie, Aggie, Xu Guanghan, Tender",1
782,Pro Detective,Phim bộ,29000,8.6,T16,2023,12,Trung Quốc,Bí Ẩn,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Wang Li Qun,"LI MAN, Yang Yi, Li Ze Yu, Lei Kun, Song Hong Yu",0
783,再创世纪 TV版粤语,Phim bộ,1000,10.0,T13,2018,34,Trung Quốc,"Lãng Mạn, Tình Tiết, Thành Thị",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Guan Shu Ming,"Niki Chow, Kwok Chun On, Frankie Lam, Tavia Yeung, Linda Chung, Benjamin, Wei Yu Xin, Pakho, Deng Pei Yi, WangZhen, Yu Zhihui, Li Cheng Chang, Pan Zhi Wen, Li Feng, Dominic Lam, Auston Lam, Fung Woo",-1
784,Sinh Vật Lạ,Phim bộ,3000,8.5,T16,2020,12,Trung Quốc,"Bí Ẩn, Khoa Học Viễn Tưởng, Lãng Mạn, Thành Thị, Thanh Xuân",1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,"Ge Wen Zhe, Zhang Sheng","Wu Xing Jian, Vicky, Steven",-1
785,Cảnh Sát Vinh Dự (Tiếng Anh),Phim bộ,5000,9.8,T13,2022,38,Trung Quốc,"Hình Sự, Thành Thị, Tình Bạn, Gia Đình",0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,ding hei,"Trương Nhược Quân, Bạch Lộc, Vương Cảnh Xuân, Ninh Lý, Từ Khai Sính",-1
786,Quyền trượng của quốc vương thời trang,Phim bộ,1000,7.1,T13,2018,12,Trung Quốc,"Tình Tiết, Tổng Tài Bá Đạo, Thành Thị",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Wei Zheng,"Nie Shi, Qi Jun Yu, Deng You Jun, Vivi, Duan Tong Zhou, Zhaotian Xian, Bu Er Gu De, 野子（男）, Jerry",-1
787,Hết Đường Sống,Phim bộ,6000,9.0,T16,2015,12,Trung Quốc,"Tội Phạm, Bí Ẩn, Tình Tiết, Chiến Tranh, Tiểu Thuyết Chuyển Thể",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,Jiang Kaiyang,"Zhang Lu, Da Zhao, Ken Lok, Shi Zhao Qi",-1
788,Cô Gái Ngoài Hành Tinh Sài Tiểu Thất Phần 2,Phim bộ,4100,9.7,T13,2022,30,Trung Quốc,"Lãng Mạn, Tình Tiết, Phim Hài, Tình Bạn",1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Congkai Gao,"Xu Zhi Xian, Vạn Bằng, Alina Zhang, Trương Triệu Huy, Wang You Jun, Dudu,Chen Yi Xin, Wan Yan Luo Rong, zhaoguanyu, A Tín",-1
789,Theo Đuổi Giấc Mơ Xanh,Phim bộ,2000,9.3,T13,2021,38,Trung Quốc,Tình Tiết,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Li Yun Liang,"Jaco Zhang, Lý Nãi Văn, Huang Man, Xu Xiao Sa, Wang Zi Quan, Qi Xiang, Chen Yi Heng",-1
790,Phóng viên báo lá cải,Phim bộ,45000,8.9,T13,2018,18,Trung Quốc,Thành Thị,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Xiao Zheng,"Tống Tổ Nhi, Từ Chính Khê, Liu Xiao Hai, Lv Xia, Lục Tư Vũ, Tao Zui, Zhou Yun Ru, Zhao Tie Gang, Xia Nan, Zhao Hong Xia, Zhu Huai Xu, Wu Lan Tuo Ya",0
791,Tình yêu đã mất (Kì 2),Phim bộ,5000,8.5,T18,2018,12,Trung Quốc,"Tổng Tài Bá Đạo, Thành Thị",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Zhang Lu Quan,"Scarlet, Luo Quan Hao, Ivan, 刘世龙（演员）",-1
792,【Thuyết Minh】Cô Gái Nhìn Thấy Mùi Hương,Phim bộ,9000,9.4,T13,2019,25,Trung Quốc,"Lãng Mạn, Tình Tiết, Tình Bạn, Tình Yêu Ngọt Ngào",1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,LinYi,"Cung Tuấn, Ireine Song",-1
793,"Không sao đâu, là thanh xuân mà!",Phim bộ,6000,8.8,T13,2020,12,Trung Quốc,"Lãng Mạn, Thành Thị, Thanh Xuân",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Huo Sui Qiang,"David, Zhang Ji Jun, Zhao Shuai, Ke Bo Lun, Xia Mo",-1
794,Người kế thừa đến từ các vì sao,Phim bộ,4000,7.6,P,2014,10,Trung Quốc,Lãng Mạn,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Einstein, Xiaoxin Lin.","Trâu Dương, Zou yang , Yue,Ahu,KA, Sun Tian Li ZI, Qin Han Lei, Chloe, Wen Hai Bo, Kingdom Yuen",-1
795,【Thuyết minh】Người Lái Đò: Truyền Thuyết Nam Dương,Phim bộ,18000,9.5,T16,2021,36,Trung Quốc,"Viễn Tưởng, Kinh Dị, Bí Ẩn",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,"Xie Min Yang, guoshimin, Chen Yi You, Chi-Kai Fok,Huo Zhi Kai","Vương Quan Dật , Thích Ngọc Vũ, Tay Ping Hui, Jeanette Aw",1
796,Ngũ hiệp biến hóa,Phim bộ,2000,7.5,P,2015,24,Trung Quốc,"Tình Tiết, Phim Hài, Cổ Trang, Cổ Đại",0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,Francis Nam Chi-Wai,"Shen Ling, Jia Ling, Bai Kainan, Cù Dĩnh, ZhangWei, Tang Zi Xiang, Yang Ming, Zhang Xiao Fei",-1
797,种菜女神,Phim bộ,1000,9.1,T13,2018,24,other,"Lãng Mạn, Thành Thị, Thanh Xuân, Tình Yêu Ngọt Ngào",1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Liao Shi Han, Guo Chun Hui","Liu Yi Hao, Annie Chen, GINA,Gina, Xu Jun Hao, Jason Tsou, Liu Zi Qian, Xie Ying Xuan",-1
798,Người Đi Tìm Ánh Sáng,Phim bộ,1000,9.7,T13,2023,35,Trung Quốc,Chiến Tranh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Liu Biao,"Liu Cheng Lin, Mi Zhuoqing, Yu Yang, Donghan Li, HuangHaoNan, Song Pei Ze, Zhang Tian Ai",-1
